doc_id,type,mode,text,start,end,context,category
https://doi.org/10.1080/10412905.2016.1185471,LOCATION,FN,Patagonia,198,207,"s of wild aromatic Lamiaceae present in Patagonia, including exotic and native species. T",
https://doi.org/10.1080/10412905.2016.1185471,LOCATION,FN,Patagonia,298,307,monly representatives of this family in Patagonia include one species of the adventitious,
https://doi.org/10.1080/10412905.2017.1408501,LOCATION,FN,Cyprus,284,290,m coronarium L. from three locations in Cyprus were investigated. A total of 35 compon,
https://doi.org/10.1080/10412905.2017.1408501,LOCATION,FN,Lefkoşe,726,733, and PRAP activity was observed for the Lefkoşe sample (49.59 ± 0.19% (n = 5) and 812.7,
https://doi.org/10.1080/10412905.2017.1408501,LOCATION,FN,Salamis,867,874,nst Lemna minor L. was observed for the Salamis sample (100.0%). Lefkoşe sample showed ,
https://doi.org/10.1080/10412905.2017.1408501,LOCATION,FN,Lefkoşe,892,899,served for the Salamis sample (100.0%). Lefkoşe sample showed the highest insecticidal ,
https://doi.org/10.1080/10412905.2017.1408501,LOCATION,FN,Cyprus,1137,1143,ypes of C. coronarium are proposed from Cyprus samples according to cluster analysis o,
https://doi.org/10.1080/10412905.1999.9701113,LOCATION,FN,Turkey,421,427,"g wild in Middle Anatolian provinces of Turkey, were analyzed by GC and GC/MS. Fifty-f",
https://doi.org/10.1080/10412905.1999.9701113,LOCATION,FN,Turkish,23,30,Essential Oils of Four Turkish Wild-Growing Labiatae Herbs: Salvia cry,
https://doi.org/10.1080/10412905.1999.9701113,LOCATION,FN,Middle Anatolian provinces,391,417,"ilicicus Boiss. et Bal. growing wild in Middle Anatolian provinces of Turkey, were analyzed by GC and GC/M",
https://doi.org/10.1080/10412905.2020.1740802,SPECIES,FP,A. baumannii,682,694,erial activity against OXA-23-producing A. baumannii and synergism with antibiotics were per,
https://doi.org/10.1080/10412905.2020.1740802,SPECIES,FP,A. baumannii,1021,1033,ear decrease in viable OXA-23-producing A. baumannii cell counts over time for the associati,
https://doi.org/10.1080/10412905.2020.1740802,SPECIES,FP,A. baumannii,1427,1439," combat multiresistant OXA-23-producing A. baumannii strains, and could be used as a drug de",
https://doi.org/10.1080/10412905.2008.9699990,LOCATION,FN,Tensift—Al Haouz,137,153,"urifera L. var. Africana Maire from the Tensift—Al Haouz, Marrakech Region. Essential oils of Mo",
https://doi.org/10.1080/10412905.2008.9699990,LOCATION,FN,Forêt Islane,258,270,"a var. africana from three provenances (Forêt Islane, Ait Lkak and Plateau of Matat) in the ",
https://doi.org/10.1080/10412905.2008.9699990,LOCATION,FN,Ait Lkak,272,280,"a from three provenances (Forêt Islane, Ait Lkak and Plateau of Matat) in the Tensift-Al",
https://doi.org/10.1080/10412905.2008.9699990,LOCATION,FN,Plateau of Matat,285,301,"provenances (Forêt Islane, Ait Lkak and Plateau of Matat) in the Tensift-Al Haouz, Marrakech reg",
https://doi.org/10.1080/10412905.2008.9699990,LOCATION,FN,Tensift-Al Haouz,310,326,", Ait Lkak and Plateau of Matat) in the Tensift-Al Haouz, Marrakech region, were analyzed by com",
https://doi.org/10.1080/10412905.2008.9699990,LOCATION,FN,Ait Lkak,580,588,"re oil at the highest elevation (1.03%, Ait Lkak, 2900 m) than lower sites (0.67%, Plate",
https://doi.org/10.1080/10412905.2008.9699990,LOCATION,FN,Plateau of Matat,623,639," Lkak, 2900 m) than lower sites (0.67%, Plateau of Matat, 2200 m; 0.57%, Forêt Islane, 2000 m). ",
https://doi.org/10.1080/10412905.2008.9699990,LOCATION,FN,Forêt Islane,656,668,"0.67%, Plateau of Matat, 2200 m; 0.57%, Forêt Islane, 2000 m). The essential oils from each ",
https://doi.org/10.1080/10412905.2008.9699990,LOCATION,FN,Ait Lkak,822,830,ves. The essential oils from provenance Ait Lkak and Plateau of Matat were very similar ,
https://doi.org/10.1080/10412905.2008.9699990,LOCATION,FN,Plateau of Matat,835,851,ntial oils from provenance Ait Lkak and Plateau of Matat were very similar and characterized by ,
https://doi.org/10.1080/10412905.2008.9699990,LOCATION,FN,Forêt Islane,978,990,ast to 10% sabinene from the provenance Forêt Islane. The oil from Foret Islane had a high δ,
https://doi.org/10.1080/10412905.2008.9699990,LOCATION,FN,Foret Islane,1005,1017,e provenance Forêt Islane. The oil from Foret Islane had a high δ-cadinene content with 12.7,
https://doi.org/10.1080/10412905.2008.9699990,LOCATION,FN,Ait Lkak,1068,1076," δ-cadinene content with 12.7%, whereas Ait Lkak and Plateau of Matat contained only 0.6",
https://doi.org/10.1080/10412905.2008.9699990,LOCATION,FN,Plateau of Matat,1081,1097,"ontent with 12.7%, whereas Ait Lkak and Plateau of Matat contained only 0.6 and 0.8%. The Morocc",
https://doi.org/10.1080/10412905.2008.9699990,LOCATION,FN,Spain,1229,1234,o European J. thurifera var. thurifera (Spain) oil. Moroccan oils were found to be hi,
https://doi.org/10.1080/10412905.2008.9699990,LOCATION,FN,Marrakech Region,155,171,"ricana Maire from the Tensift—Al Haouz, Marrakech Region. Essential oils of Moroccan Juniperus t",
https://doi.org/10.1080/10412905.2008.9699990,LOCATION,FN,Marrakech region,328,344,"teau of Matat) in the Tensift-Al Haouz, Marrakech region, were analyzed by combined capillary ga",
https://doi.org/10.1080/10412905.2008.9699990,LOCATION,FN,Moroccan,1241,1249,. thurifera var. thurifera (Spain) oil. Moroccan oils were found to be higher sabinene a,
https://doi.org/10.1080/10412905.2012.751059,BIOACTIVITY,FN,trypanocidal activity,817,838, investigated. The essential oil showed trypanocidal activity with IC50 value of 93.9±2.6 μg/mL. For ,
https://doi.org/10.1080/10412905.2005.9699009,LOCATION,FN,Turkish,50,57, of the Essential Oils of Three Endemic Turkish Heracleum Species Obtained by Different,
https://doi.org/10.1080/10412905.2005.9699009,LOCATION,FN,Turkish,148,155,"Techniques. The essential oils of three Turkish endemic Heracleum species, H. crenatifo",
https://doi.org/10.1021/jf025753e,EXTRACTION METHOD,FP,distillation,196,208,"tial oil, obtained by using a Clevenger distillation apparatus, and water-soluble (polar) an",
https://doi.org/10.1021/jf025753e,CHEMICAL,FP,methanol,297,305,nsoluble (nonpolar) subfractions of the methanol extract of Thymus pectinatus Fisch. et ,
https://doi.org/10.1080/10412905.2000.9699570,LOCATION,FN,Zimbabwe,98,106,t) and of C. citratus (DC) (Stapf) from Zimbabwe. The steam-distilled oils from cultivat,
https://doi.org/10.15376/biores.16.4.7767-7783,ANALYTICAL TECHNIQUE,FP,mass spectrometry,442,459,ils was identified by gas chromatograph-mass spectrometry (GC-MS). Oil contact toxicities were ev,
https://doi.org/10.15376/biores.16.4.7767-7783,CHEMICAL,FP,elemene,1351,1358,"amara were caryophyllene (12.2%), and 3-elemene (8.89%), in A. camphorata were germacre",
https://doi.org/10.15376/biores.16.4.7767-7783,CHEMICAL,FN,3-elemene,1349,1358," camara were caryophyllene (12.2%), and 3-elemene (8.89%), in A. camphorata were germacre",
https://doi.org/10.1080/10412905.2006.9699071,CHEMICAL,FP,baeckeol,778,786,"s was dominated by the aromatic ketones baeckeol methyl ether (34–41%), baeckeol (15–29%",
https://doi.org/10.1080/10412905.2006.9699071,CHEMICAL,FP,methyl ether,787,799,"inated by the aromatic ketones baeckeol methyl ether (34–41%), baeckeol (15–29%), isobaeckeo",
https://doi.org/10.1080/10412905.2006.9699071,LOCATION,FN,Australia,84,93,f the Genus Xanthostemon (Myrtaceae) in Australia. The leaf oils of the Australian specie,
https://doi.org/10.1080/10412905.2006.9699071,CHEMICAL,FN,baeckeol methyl ether,778,799,"s was dominated by the aromatic ketones baeckeol methyl ether (34–41%), baeckeol (15–29%), isobaeckeo",
https://doi.org/10.1080/10412905.2006.9699071,LOCATION,FN,Australian,116,126,eae) in Australia. The leaf oils of the Australian species of Xanthostemon have been exami,
https://doi.org/10.1080/10412905.2006.9699071,LOCATION,FN,Australian,2147,2157,icillatus was unusual amongst the other Australian species of Xanthostemon in that it cont,
https://doi.org/10.1080/10412905.2009.9700093,LOCATION,FN,Iran,194,198,s. Three Labiatae Herbs Growing Wild in Iran. The composition of the essential oils ,
https://doi.org/10.1080/10412905.2009.9700093,LOCATION,FN,Iran,289,293,"rial parts of three Labiatae species of Iran: Teucrium persicum Boiss., Thymus cauca",
https://doi.org/10.1080/10412905.2016.1210039,LOCATION,FN,Brazilian,46,55,ial oil constituents from high altitude Brazilian species with antimicrobial activity: Ba,
https://doi.org/10.1080/10412905.2016.1210039,LOCATION,FN,Brazilian,222,231,nth. The essential oils from three wild Brazilian plant species from high altitude were o,
https://doi.org/10.1080/10412905.2008.9700022,CHEMICAL,FP,dimethyl,604,612,"yclo[3.2.0]heptan-3-ol, 2-methylene-6,6-dimethyl, trans-carveol, perillaldehyde, sabinyl",
https://doi.org/10.1080/10412905.2008.9700022,CHEMICAL,FP,terpinyl,1252,1260, Maximum content of trans-sabinyl and α-terpinyl acetates (total 38.2%) was found in the,
https://doi.org/10.1080/10412905.2008.9700022,CHEMICAL,FN,"2-methylene-6,6-dimethyl",588,612,"5-dien-8-ol, bicyclo[3.2.0]heptan-3-ol, 2-methylene-6,6-dimethyl, trans-carveol, perillaldehyde, sabinyl",
https://doi.org/10.1080/10412905.2008.9700022,LOCATION,FN,Estonia,1071,1078,"edominant (73.2–82.6%) in the oils from Estonia, France, and Belgium. The roots oil of ",
https://doi.org/10.1080/10412905.2008.9700022,LOCATION,FN,France,1080,1086," (73.2–82.6%) in the oils from Estonia, France, and Belgium. The roots oil of L. offic",
https://doi.org/10.1080/10412905.2008.9700022,LOCATION,FN,Belgium,1092,1099,") in the oils from Estonia, France, and Belgium. The roots oil of L. officinale from Sc",
https://doi.org/10.1080/10412905.2008.9700022,LOCATION,FN,Scotland,1137,1145,um. The roots oil of L. officinale from Scotland was rich in β-phellandrene (48.9%) and ,
https://doi.org/10.1080/10412905.2008.9700022,CHEMICAL,FN,trans-sabinyl,1232,1245,cetaldehyde (17.2%). Maximum content of trans-sabinyl and α-terpinyl acetates (total 38.2%) w,
https://doi.org/10.1080/10412905.2008.9700022,CHEMICAL,FN,α-terpinyl acetates,1250,1269,). Maximum content of trans-sabinyl and α-terpinyl acetates (total 38.2%) was found in the oil from,
https://doi.org/10.1080/10412905.2008.9700022,LOCATION,FN,Holland,1310,1317,(total 38.2%) was found in the oil from Holland. Estonian L. officinale root oil contai,
https://doi.org/10.1080/10412905.2008.9700022,LOCATION,FN,Estonia,1484,1491,he L. officinale leaf oil cultivated in Estonia contained in high amounts α-terpinyl ac,
https://doi.org/10.1080/10412905.2008.9700022,LOCATION,FN,European,80,88,sticum officinale W.D.J. Koch from Some European Countries. Variations in the essential ,
https://doi.org/10.1080/10412905.2010.9700256,LOCATION,FN,North Tunisia,183,196,"es, fruits and stems were gathered from North Tunisia in order to investigate their essential",
https://doi.org/10.1080/10412905.2010.9700256,LOCATION,FN,Tunisian,40,48,Changes in Essential Oil Composition of Tunisian Myrtus communis var. italica L. During ,
https://doi.org/10.1080/10412905.2002.9699894,LOCATION,FN,Democratic Republic of Congo,112,140,romatic Medicinal Plants Growing in the Democratic Republic of Congo. The chemical composition and the antif,
https://doi.org/10.1080/10412905.2002.9699894,LOCATION,FN,Democratic Republic of Congo,269,297, medicinal plant species growing in the Democratic Republic of Congo have been studied. More than 15 constit,
https://doi.org/10.1080/10412905.2014.1001527,LOCATION,FN,Sicily,224,230,"s collected in three different areas of Sicily (Italy), according to agronomic and che",
https://doi.org/10.1080/10412905.2014.1001527,LOCATION,FN,Italy,232,237,"ted in three different areas of Sicily (Italy), according to agronomic and chemical e",
https://doi.org/10.1080/10412905.2014.1001527,LOCATION,FN,Mediterranean,1080,1093,ils from Sicilian populations and other Mediterranean populations. The essential oils of Sici,
https://doi.org/10.1080/10412905.2014.1001527,LOCATION,FN,Mediterranean,1492,1505, with the populations coming from other Mediterranean areas.,
https://doi.org/10.1080/10412905.2014.1001527,LOCATION,FN,Pantelleria island,325,343,"n. The collection sites were located in Pantelleria island, Partinico (a warm sub-area of Lauretum",
https://doi.org/10.1080/10412905.2014.1001527,LOCATION,FN,Partinico,345,354,"tes were located in Pantelleria island, Partinico (a warm sub-area of Lauretum) and Caste",
https://doi.org/10.1080/10412905.2014.1001527,LOCATION,FN,Castelbuono,389,400,inico (a warm sub-area of Lauretum) and Castelbuono (a middle sub-area of Lauretum). All th,
https://doi.org/10.1080/10412905.2014.1001527,LOCATION,FN,Sicilian,26,34,Agronomical evaluation of Sicilian biotypes of Lavandula stoechas L. spp. ,
https://doi.org/10.1080/10412905.2014.1001527,LOCATION,FN,Sicilian,1049,1057,cal compositions of essential oils from Sicilian populations and other Mediterranean pop,
https://doi.org/10.1080/10412905.2014.1001527,LOCATION,FN,Sicilian,1129,1137,nean populations. The essential oils of Sicilian L. stoechas biotypes were fenchone chem,
https://doi.org/10.1080/10412905.2014.1001527,LOCATION,FN,Sicilian,1363,1371, areas of origin of the plant material. Sicilian biotypes of L. stoechas showed high dif,
https://doi.org/10.1080/10412905.2019.1684391,SEASON,FP,November,337,345,orth India. The crop was planted in mid-November and harvested at six different stages. ,
https://doi.org/10.1080/10412905.2019.1684391,LOCATION,FN,north India,153,164, stages under the subtropical region of north India. Productivity and essential oil composi,
https://doi.org/10.1080/10412905.2019.1684391,LOCATION,FN,north India,296,307,aluated under the subtropical region of north India. The crop was planted in mid-November a,
https://doi.org/10.1080/10412905.2019.1684391,SEASON,FN,mid-November,333,345,of north India. The crop was planted in mid-November and harvested at six different stages. ,
https://doi.org/10.1080/10412905.2019.1684391,LOCATION,FN,north India,1191,1202,ential oil in the subtropical region of north India.,
https://doi.org/10.1080/10412905.2003.9698615,LOCATION,FN,Indo-Gangetic Plain,92,111,ested at Different Growth Periods Under Indo-Gangetic Plain Conditions. Artemisia vulgaris was cult,
https://doi.org/10.1080/10412905.2003.9698615,LOCATION,FN,Indo-gangetic plain,176,195,lgaris was cultivated under subtropical Indo-gangetic plain conditions to determine the differences,
https://doi.org/10.1080/10412905.2011.9700439,CHEMICAL,FP,myricetin,1087,1096, Myrtle berry contains small amounts of myricetin derivates (myricetin-3-O-galactoside an,
https://doi.org/10.1080/10412905.2011.9700439,CHEMICAL,FP,anthocyanins,1174,1186,"and myricetin-3-O-rhamnoside), although anthocyanins (malvidin-3-O-glucoside, petunidin-3-O-",
https://doi.org/10.1080/10412905.2011.9700439,CHEMICAL,FP,methyl,1354,1360,"e predominant flavonoids were 3,7′-di-O-methyl-kaempferol and 3-O-methyl-kaempferol.",
https://doi.org/10.1080/10412905.2011.9700439,CHEMICAL,FP,kaempferol,1361,1371,"minant flavonoids were 3,7′-di-O-methyl-kaempferol and 3-O-methyl-kaempferol.",
https://doi.org/10.1080/10412905.2011.9700439,CHEMICAL,FN,"3,7′-di-O-methyl-kaempferol",1344,1371,"liensis the predominant flavonoids were 3,7′-di-O-methyl-kaempferol and 3-O-methyl-kaempferol.",
https://doi.org/10.1080/10412905.2011.9700439,LOCATION,FN,Moroccan,86,94,"al Composition of the Essential Oils of Moroccan Herbs: Myrtle ( Myrtus communis L.), Ro",
https://doi.org/10.1080/10412905.2019.1572549,CHEMICAL,FP,xanthine,999,1007," strains, whereas notable inhibition of xanthine oxidase activity was observed with A. d",
https://doi.org/10.1080/10412905.2019.1572549,LOCATION,FN,Antofagasta,226,237," the Chilean Atacama’s Taira Community (Antofagasta, Chile). Two aromatic species from the ",
https://doi.org/10.1080/10412905.2019.1572549,LOCATION,FN,Chile,239,244,"Atacama’s Taira Community (Antofagasta, Chile). Two aromatic species from the Atacama",
https://doi.org/10.1080/10412905.2019.1572549,LOCATION,FN,Antofagasta,403,414,"nd Artemisia copa Phil. var. copa, from Antofagasta area (North of Chile) were investigated",
https://doi.org/10.1080/10412905.2019.1572549,LOCATION,FN,Chile,430,435,". copa, from Antofagasta area (North of Chile) were investigated for their essential ",
https://doi.org/10.1080/10412905.2019.1572549,LOCATION,FN,Chilean Atacama’s Taira Community,191,224,"ng & O’Leary (Verbenaceae), used in the Chilean Atacama’s Taira Community (Antofagasta, Chile). Two aromatic spec",
https://doi.org/10.1080/10412905.2019.1572549,LOCATION,FN,Chilean,700,707,ead of the β-isomer described for other Chilean and Bolivian specimens in the literatur,
https://doi.org/10.1080/10412905.2019.1572549,LOCATION,FN,Bolivian,712,720,-isomer described for other Chilean and Bolivian specimens in the literature. For EO of ,
https://doi.org/10.1080/10412905.2019.1572549,LOCATION,FN,Bolivian,861,869,d whereas β-thujone was identified in a Bolivian specimen. These EO exerted no significa,
https://doi.org/10.1080/10412905.2004.9698767,LOCATION,FN,northern Italy,198,212," T. patula and T. tenuifolia), grown in northern Italy, were evaluated for their morpho-phenol",
https://doi.org/10.1080/10412905.2018.1547226,LOCATION,FN,Turkey,99,105,"he volatiles of five Ribes species from Turkey. Currant and gooseberry, the genus Ribe",
https://doi.org/10.1080/10412905.2018.1547226,LOCATION,FN,Turkey,196,202,sented by eight species in the Flora of Turkey. We examined structures of glandular tr,
https://doi.org/10.1080/10412905.2015.1083490,SPECIES,FP,P. expansum,1166,1177,"of P. longiflora EO were determined for P. expansum and A. flavus, while for B. cinerea and",
https://doi.org/10.1080/10412905.2015.1083490,SPECIES,FP,A. flavus,1182,1191," EO were determined for P. expansum and A. flavus, while for B. cinerea and C. gloeospori",
https://doi.org/10.1080/10412905.2015.1083490,SPECIES,FP,B. cinerea,1203,1213,"or P. expansum and A. flavus, while for B. cinerea and C. gloeosporioides MICs were 0.8 an",
https://doi.org/10.1080/10412905.2015.1083490,LOCATION,FN,Mexico,199,205," examined as an antimicrobial agent; in Mexico, the study has focused on one of the Me",
https://doi.org/10.1080/10412905.2022.2075479,LOCATION,FN,Tunisia,97,104, oils from three Inula species grown in Tunisia. This work investigated the chemical co,
https://doi.org/10.1080/10412905.2022.2075479,LOCATION,FN,Tunisian,239,247,ial parts of three Inula species of the Tunisian flora as well as their biological prope,
https://doi.org/10.1021/jf001102b,LOCATION,FN,northern Portugal,275,292,"plants harvested in July, in Arouca, in northern Portugal. About 40 of those compounds were also ",
https://doi.org/10.1021/jf001102b,LOCATION,FN,northern Portugal,699,716,"were recorded at two different sites in northern Portugal. From December to April, oxygenated mon",
https://doi.org/10.1021/jf001102b,LOCATION,FN,Arouca,264,270,"cinalis L. plants harvested in July, in Arouca, in northern Portugal. About 40 of thos",
https://doi.org/10.1080/10412905.2000.9699571,LOCATION,FN,Southeastern France,92,111,intha nepeta (L.) Savi ssp. nepeta from Southeastern France. Volatile constituents from wild Calami,
https://doi.org/10.1080/10412905.2000.9699571,LOCATION,FN,Marseilles,225,235,vested in the autumn in the vicinity of Marseilles were analyzed by GC and GC/MS on nonpol,
https://doi.org/10.1080/10412905.2000.9699571,CHEMICAL,FN,isovaleric,544,554,"and 3-octanol (1.6%). Several esters of isovaleric and 2-methylbutyric acids, 14 monoterpe",
https://doi.org/10.1080/10412905.2000.9699571,CHEMICAL,FN,2-methylbutyric acids,559,580,"1.6%). Several esters of isovaleric and 2-methylbutyric acids, 14 monoterpenes and 8 sesquiterpenes (",
https://doi.org/10.29356/jmcs.v66i4.1822,ANALYTICAL TECHNIQUE,FP,mass spectrometry,659,676,onents analyzed using gas chromatograph mass spectrometry (GC-MS) techniques. The antioxidant pot,
https://doi.org/10.29356/jmcs.v66i4.1822,CHEMICAL,FP,"2,2-diphenyl-1-picrylhydrazyl",754,783,"otentials of the EO were assessed using 2,2-diphenyl-1-picrylhydrazyl (DPPH) scavenging and ferric ion reduci",
https://doi.org/10.29356/jmcs.v66i4.1822,DISEASE,FN,inflammation,226,238,"have been documented to be a sponsor of inflammation, driving the search for plant-based com",
https://doi.org/10.29356/jmcs.v66i4.1822,DISEASE,FN,hemolysis,948,957,bition of heat and hypotonicity induced hemolysis of the RBC. GC-MS analysis of essential,
https://doi.org/10.1002/cbdv.201400184,LOCATION,FN,Tunisia,121,128,"cacia cyanophylla Lindl . Cultivated in Tunisia. Acacia cyanophylla Lindl. (Fabaceae), ",
https://doi.org/10.1002/cbdv.201400184,LOCATION,FN,West Australia,224,238,"aligna (Labill.) H. L.Wendl., native to West Australia and naturalized in North Africa and Sou",
https://doi.org/10.1002/cbdv.201400184,LOCATION,FN,Tunisia,307,314,"ica and South Europe, was introduced in Tunisia for rangeland rehabilitation, particula",
https://doi.org/10.1002/cbdv.201400184,LOCATION,FN,Tunisia,524,531, drought. A. cyanophylla is abundant in Tunisia and some other Mediterranean countries.,
https://doi.org/10.1002/cbdv.201400184,LOCATION,FN,Mediterranean,547,560,a is abundant in Tunisia and some other Mediterranean countries. The chemical composition of ,
https://doi.org/10.1002/cbdv.201400184,LOCATION,FN,North Africa,258,270,"ve to West Australia and naturalized in North Africa and South Europe, was introduced in Tun",
https://doi.org/10.1002/cbdv.201400184,LOCATION,FN,South Europe,275,287,"lia and naturalized in North Africa and South Europe, was introduced in Tunisia for rangelan",
https://doi.org/10.1002/(sici)1099-1026(199703)12:2<63::aid-ffj614>3.3.co;2-q,LOCATION,FN,Madagascar,72,82,s of Enantiomers of Essential Oils from Madagascar. The volatile constituents of twelve es,
https://doi.org/10.1002/(sici)1099-1026(199703)12:2<63::aid-ffj614>3.3.co;2-q,LOCATION,FN,Madagascar,140,150,"stituents of twelve essential oils from Madagascar, namely those of Cinnamomum camphora (L",
https://doi.org/10.1080/10412905.2003.9698604,CHEMICAL,FP,Oxygen,672,678, (0.2–5.5%) and γ-terpinene (2.0–6.5%). Oxygen-containing monoterpenes represented les,
https://doi.org/10.1080/10412905.2003.9698604,CHEMICAL,FP,oxygen,1066,1072,and β-eudesmol (1.0–6.4%) were the main oxygen-containing sesquiterpenes. Samples coll,
https://doi.org/10.1080/10412905.2003.9698604,CHEMICAL,FP,oxygen,1339,1345,4.8–88.6%) and the lowest percentage of oxygen-containing components (7.2–18.1%). The ,
https://doi.org/10.1080/10412905.2003.9698604,LOCATION,FN,Tunisia,210,217,"llected from four areas of the south of Tunisia (Bengardane, Benikhdache, Jerba and Tat",
https://doi.org/10.1080/10412905.2003.9698604,LOCATION,FN,Bengardane,219,229,"rom four areas of the south of Tunisia (Bengardane, Benikhdache, Jerba and Tataouine) at t",
https://doi.org/10.1080/10412905.2003.9698604,LOCATION,FN,Benikhdache,231,242,"as of the south of Tunisia (Bengardane, Benikhdache, Jerba and Tataouine) at three periods ",
https://doi.org/10.1080/10412905.2003.9698604,LOCATION,FN,Jerba,244,249,"th of Tunisia (Bengardane, Benikhdache, Jerba and Tataouine) at three periods of the ",
https://doi.org/10.1080/10412905.2003.9698604,LOCATION,FN,Tataouine,254,263,"sia (Bengardane, Benikhdache, Jerba and Tataouine) at three periods of the year 1998 (Apr",
https://doi.org/10.1080/10412905.2013.822430,LOCATION,FN,North East India,121,137, and A. officinarum Hance rhizomes from North East India. Chemical profiles of essential oils is,
https://doi.org/10.1080/10412905.2013.822430,LOCATION,FN,North East India,289,305,"lld. and Alpinia officinarum Hance from North East India, were analyzed by gas chromatography-fl",
https://doi.org/10.1080/10412905.2010.9700411,LOCATION,FN,Iran,87,91,s of Pimpinella barbata (DC.) Boiss. in Iran. Essential oils from the whole aerial p,
https://doi.org/10.1080/10412905.2012.755475,ANALYTICAL TECHNIQUE,FP,GC,211,213,alyzed by capillary gas chromatography (GC) and GC coupled with mass spectrometry ,
https://doi.org/10.1080/10412905.2012.755475,LOCATION,FN,Vietnam,73,80, essential oils of some Annonaceae from Vietnam. The leaf oils of some genus of Annonac,
https://doi.org/10.1080/10412905.2012.755475,LOCATION,FN,Vietnam,139,146,some genus of Annonaceae collected from Vietnam in December 2009 were analyzed by capil,
https://doi.org/10.1080/0972060x.2020.1867009,CHEMICAL,FP,Cyclohexane,1038,1049," 3-Carene (10.63 %), Cadinene (7.98 %), Cyclohexane, 1-Methylene-4-(1-methylethenyl)-(3.37 ",
https://doi.org/10.1080/0972060x.2020.1867009,EXTRACTION METHOD,FP,distilled,1446,1455,"ic index) MI=16.38 %, which is close to distilled water MI=19.20 %. While disc diffusion ",
https://doi.org/10.1080/0972060x.2020.1867009,SPECIES,FP,S. aureus,1553,1562,ibition for B. cereus 16.56 ± 0.002 mm; S. aureus 14.20 ± 0.057 mm; S. cerevisiae 10.67 ±,
https://doi.org/10.1080/0972060x.2020.1867009,SPECIES,FP,B. subtilis,1652,1663," A. fumigatus 10.15 ± 0.05 mm) and MIC (B. subtilis, S. aureus 2.50 μL/mL), showed the anti",
https://doi.org/10.1080/0972060x.2020.1867009,SPECIES,FP,S. aureus,1665,1674," 10.15 ± 0.05 mm) and MIC (B. subtilis, S. aureus 2.50 μL/mL), showed the antimicrobial p",
https://doi.org/10.1080/0972060x.2020.1867009,LOCATION,FN,North East India,363,379,rial part essential oil (COEO) grown in North East India. Gas Chromatography/Mass Spectroscopy w,
https://doi.org/10.1080/0972060x.2020.1867009,CHEMICAL,FN,"Cyclohexane, 1-Methylene-4-(1-methylethenyl)",1038,1082," 3-Carene (10.63 %), Cadinene (7.98 %), Cyclohexane, 1-Methylene-4-(1-methylethenyl)-(3.37 %), Elemol (2.89 %), τ-Muurolol (",
https://doi.org/10.1080/10412905.2007.9699279,LOCATION,FN,Hawaiian,27,35,Essential Oils of Selected Hawaiian Plants and Associated Litters. The chem,
https://doi.org/10.1080/10412905.2022.2091673,BIOACTIVITY,FN,mosquitocidal,585,598, procedure. Botanicals had a remarkable mosquitocidal and effectively inhibited acetylcholine,
https://doi.org/10.1021/jf021074s,PLANT PART,FP,fruit,851,856,"e vectors of dengue fever and white fly fruit plague, respectively.",
https://doi.org/10.1021/jf021074s,DISEASE,FN,dengue fever,824,836,"nd Bemisia argentifolii, the vectors of dengue fever and white fly fruit plague, respectivel",
https://doi.org/10.1080/10412905.2020.1840450,SPECIES,FP,T. versicolor,883,896,d as positive control. The EO inhibited T. versicolor growth while pulegone inhibited growth ,
https://doi.org/10.1080/10412905.2016.1146169,LOCATION,FN,Iranian,103,110,operties of three selected varieties of Iranian fennel seeds. Essential oils of the see,
https://doi.org/10.1080/10412905.2016.1146169,LOCATION,FN,Iranian,1301,1308,"lar antimicrobial activity. In summary, Iranian fennels have potential for use as natur",
https://doi.org/10.1080/10412905.2009.9700094,ANALYTICAL TECHNIQUE,FP,GC,177,179,"io of chiral compounds were examined by GC (FID), GC/MS and chiral GC. Solid-phase",
https://doi.org/10.1080/10412905.2009.9700094,ANALYTICAL TECHNIQUE,FN,GC (FID),177,185,"io of chiral compounds were examined by GC (FID), GC/MS and chiral GC. Solid-phase micro",
https://doi.org/10.1080/10412905.2016.1185470,LOCATION,FN,Northwest Algeria,99,116,sf. subsp. atlantica essential oil from Northwest Algeria. Leaf samples from sixteen natural popu,
https://doi.org/10.1080/10412905.2016.1185470,LOCATION,FN,Northwest Algeria,227,244,esf. subsp. atlantica were harvested in Northwest Algeria aiming to investigate the intraspecific,
https://doi.org/10.1080/10412905.2004.9698698,LOCATION,FN,Southern Spain,72,86,l Variations of Spike Lavender Oil from Southern Spain. The composition of six essential oil s,
https://doi.org/10.1080/10412905.2004.9698698,LOCATION,FN,southern Spain,263,277,ested in three different locations from southern Spain during the full flowering and fruiting ,
https://doi.org/10.1080/10412905.2018.1539416,DISEASE,FN,candidiasis,967,978,ing natural product in the treatment of candidiasis.,
https://doi.org/10.1080/10412905.2015.1119762,LOCATION,FN,Iranian,253,260,and antibacterial properties of several Iranian essential oils (EO) bearing plants incl,
https://doi.org/10.1080/10412905.2014.922508,CHEMICAL,FP,methyl,142,148,id. Jasmonic acid (JA) and its volatile methyl ester (MJ) are regarded as endogenous r,
https://doi.org/10.1080/10412905.2014.922508,CHEMICAL,FP,ester,149,154,monic acid (JA) and its volatile methyl ester (MJ) are regarded as endogenous regulat,
https://doi.org/10.1080/10412905.2014.922508,CHEMICAL,FP,ethanol,663,670," water foliar application, (ii) water + ethanol foliar application, (iii–v) 50, 100, an",
